"Segment","Voxel count","Volume mm3 (LM)","Volume cm3 (LM)","Surface mm2","Volume mm3 (CS)","Volume cm3 (CS)"
"lungs",6199460,6.19946e+06,6199.46,323847,6.21694e+06,6216.94
